"Plate","Well","WellID","SampleID","Host","Virus","Cross","Dilution","Letter.Code","Resistance","Light","Transfer","Date.of.Last.Transfer","RFU","date","short.date","newIDs","newVirus","newHost","newCross","plate.transfer","ID.plate","newID.plate"
"hi3b","C3","P3C3","13s10xE","FL13",NA,"FL13s","10x","E","susceptible","high","T1","5/22/18",7637,2018-05-29 17:32:56,"2018-05-29","M1S10xE",NA,"M1","M1S","hi3b T1","13s10xE hi3b","M1S10xE hi3b"
"hi3b","C4","P3C4","13s1xE","FL13",NA,"FL13s","1x","E","susceptible","high","T1","5/22/18",1639,2018-05-29 17:32:56,"2018-05-29","M1S1xE",NA,"M1","M1S","hi3b T1","13s1xE hi3b","M1S1xE hi3b"
"hi3b","C5","P3C5","blank","blank","blank","blank","blank","blank","blank","high","T1","5/22/18",27,2018-05-29 17:32:56,"2018-05-29","blank","blank","blank","blank","hi3b T1","blank hi3b","blank hi3b"
"hi3b","C6","P3C6","1322v103xD","FL13","22v","FL13x22v","10^3x","D","resistant","high","T1","5/22/18",46,2018-05-29 17:32:56,"2018-05-29","M1V2103xD","V2","M1","M1V2","hi3b T1","1322v103xD hi3b","M1V2103xD hi3b"
"hi3b","D2","P3D2","1322v102xD","FL13","22v","FL13x22v","10^2x","D","resistant","high","T1","5/22/18",66,2018-05-29 17:32:56,"2018-05-29","M1V2102xD","V2","M1","M1V2","hi3b T1","1322v102xD hi3b","M1V2102xD hi3b"
"hi3b","D3","P3D3","1328v1xF","FL13","28v","FL13x28v","1x","F","resistant","high","T1","5/22/18",1416,2018-05-29 17:32:56,"2018-05-29","M1V31xF","V3","M1","M1V3","hi3b T1","1328v1xF hi3b","M1V31xF hi3b"
"hi3b","D4","P3D4","42s102xD","FL42",NA,"FL42s","10^2x","D","susceptible","high","T1","5/22/18",42,2018-05-29 17:32:56,"2018-05-29","M2S102xD",NA,"M2","M2S","hi3b T1","42s102xD hi3b","M2S102xD hi3b"
"hi3b","D5","P3D5","1322v1xD","FL13","22v","FL13x22v","1x","D","resistant","high","T1","5/22/18",46,2018-05-29 17:32:56,"2018-05-29","M1V21xD","V2","M1","M1V2","hi3b T1","1322v1xD hi3b","M1V21xD hi3b"
"hi3b","A1","P3A1","1322v102xE","FL13","22v","FL13x22v","10^2x","E","resistant","high","T2","5/22/18",310,2018-05-25 18:43:36,"2018-05-25","M1V2102xE","V2","M1","M1V2","hi3b T2","1322v102xE hi3b","M1V2102xE hi3b"
"hi3b","A2","P3A2","42s10xE","FL42",NA,"FL42s","10x","E","susceptible","high","T2","5/22/18",58,2018-05-25 18:43:36,"2018-05-25","M2S10xE",NA,"M2","M2S","hi3b T2","42s10xE hi3b","M2S10xE hi3b"
"hi3b","A3","P3A3","42s1xE","FL42",NA,"FL42s","1x","E","susceptible","high","T2","5/22/18",64,2018-05-25 18:43:36,"2018-05-25","M2S1xE",NA,"M2","M2S","hi3b T2","42s1xE hi3b","M2S1xE hi3b"
"hi3b","A4","P3A4","blank","blank","blank","blank","blank","blank","blank","high","T2","5/22/18",67,2018-05-25 18:43:36,"2018-05-25","blank","blank","blank","blank","hi3b T2","blank hi3b","blank hi3b"
"hi3b","A5","P3A5","1328v1xA","FL13","28v","FL13x28v","1x","A","resistant","high","T2","5/22/18",60,2018-05-25 18:43:36,"2018-05-25","M1V31xA","V3","M1","M1V3","hi3b T2","1328v1xA hi3b","M1V31xA hi3b"
"hi3b","A6","P3A6","1313v10xD","FL13","13v","FL13x13v","10x","D","resistant","high","T2","5/22/18",916,2018-05-25 18:43:36,"2018-05-25","M1V110xD","V1","M1","M1V1","hi3b T2","1313v10xD hi3b","M1V110xD hi3b"
"hi3b","B1","P3B1","4222v10xE","FL42","22v","FL42x22v","10x","E","resistant","high","T2","5/22/18",50,2018-05-25 18:43:36,"2018-05-25","M2V210xE","V2","M2","M2V2","hi3b T2","4222v10xE hi3b","M2V210xE hi3b"
"hi3b","B2","P3B2","13103xE","FL13",NA,"FL13s","10^3x","E","susceptible","high","T2","5/22/18",52,2018-05-25 18:43:36,"2018-05-25","M1S103xE",NA,"M1","M1S","hi3b T2","13103xE hi3b","M1S103xE hi3b"
"hi3b","B3","P3B3","4228v10xE","FL42","28v","FL42x28v","10x","E","resistant","high","T2","5/22/18",117,2018-05-25 18:43:36,"2018-05-25","M2V310xE","V3","M2","M2V3","hi3b T2","4228v10xE hi3b","M2V310xE hi3b"
"hi3b","B4","P3B4","42s1xD","FL42",NA,"FL42s","1x","D","susceptible","high","T2","5/22/18",279,2018-05-25 18:43:36,"2018-05-25","M2S1xD",NA,"M2","M2S","hi3b T2","42s1xD hi3b","M2S1xD hi3b"
"hi3b","B5","P3B5","1322v1xA","FL13","22v","FL13x22v","1x","A","resistant","high","T2","5/22/18",2799,2018-05-25 18:43:36,"2018-05-25","M1V21xA","V2","M1","M1V2","hi3b T2","1322v1xA hi3b","M1V21xA hi3b"
"hi3b","B6","P3B6","4222v102xE","FL42","22v","FL42x22v","10^2x","E","resistant","high","T2","5/22/18",221,2018-05-25 18:43:36,"2018-05-25","M2V2102xE","V2","M2","M2V2","hi3b T2","4222v102xE hi3b","M2V2102xE hi3b"
"hi3b","C1","P3C1","4242v1xD","FL42","42v","FL42x42v","1x","D","resistant","high","T2","5/22/18",50,2018-05-25 18:43:36,"2018-05-25","M2V41xD","V4","M2","M2V4","hi3b T2","4242v1xD hi3b","M2V41xD hi3b"
"hi3b","C2","P3C2","4228v1xE","FL42","28v","FL42x28v","1x","E","resistant","high","T2","5/22/18",53,2018-05-25 18:43:36,"2018-05-25","M2V31xE","V3","M2","M2V3","hi3b T2","4228v1xE hi3b","M2V31xE hi3b"
"hi3b","C3","P3C3","13s10xE","FL13",NA,"FL13s","10x","E","susceptible","high","T2","5/22/18",217,2018-05-25 18:43:36,"2018-05-25","M1S10xE",NA,"M1","M1S","hi3b T2","13s10xE hi3b","M1S10xE hi3b"
"hi3b","C4","P3C4","13s1xE","FL13",NA,"FL13s","1x","E","susceptible","high","T2","5/22/18",99,2018-05-25 18:43:36,"2018-05-25","M1S1xE",NA,"M1","M1S","hi3b T2","13s1xE hi3b","M1S1xE hi3b"
"hi3b","C5","P3C5","blank","blank","blank","blank","blank","blank","blank","high","T2","5/22/18",71,2018-05-25 18:43:36,"2018-05-25","blank","blank","blank","blank","hi3b T2","blank hi3b","blank hi3b"
"hi3b","C6","P3C6","1322v103xD","FL13","22v","FL13x22v","10^3x","D","resistant","high","T2","5/22/18",170,2018-05-25 18:43:36,"2018-05-25","M1V2103xD","V2","M1","M1V2","hi3b T2","1322v103xD hi3b","M1V2103xD hi3b"
"hi3b","D1","P3D1","42s103xD","FL42",NA,"FL42s","10^3x","D","susceptible","high","T2","5/22/18",48,2018-05-25 18:43:36,"2018-05-25","M2S103xD",NA,"M2","M2S","hi3b T2","42s103xD hi3b","M2S103xD hi3b"
"hi3b","D2","P3D2","1322v102xD","FL13","22v","FL13x22v","10^2x","D","resistant","high","T2","5/22/18",82,2018-05-25 18:43:36,"2018-05-25","M1V2102xD","V2","M1","M1V2","hi3b T2","1322v102xD hi3b","M1V2102xD hi3b"
"hi3b","D3","P3D3","1328v1xF","FL13","28v","FL13x28v","1x","F","resistant","high","T2","5/22/18",49,2018-05-25 18:43:36,"2018-05-25","M1V31xF","V3","M1","M1V3","hi3b T2","1328v1xF hi3b","M1V31xF hi3b"
"hi3b","D4","P3D4","42s102xD","FL42",NA,"FL42s","10^2x","D","susceptible","high","T2","5/22/18",1389,2018-05-25 18:43:36,"2018-05-25","M2S102xD",NA,"M2","M2S","hi3b T2","42s102xD hi3b","M2S102xD hi3b"
"hi3b","D5","P3D5","1322v1xD","FL13","22v","FL13x22v","1x","D","resistant","high","T2","5/22/18",1602,2018-05-25 18:43:36,"2018-05-25","M1V21xD","V2","M1","M1V2","hi3b T2","1322v1xD hi3b","M1V21xD hi3b"
"hi3b","D6","P3D6","42s10xD","FL42",NA,"FL42s","10x","D","susceptible","high","T2","5/22/18",67,2018-05-25 18:43:36,"2018-05-25","M2S10xD",NA,"M2","M2S","hi3b T2","42s10xD hi3b","M2S10xD hi3b"
"hi3b","A1","P3A1","1322v102xE","FL13","22v","FL13x22v","10^2x","E","resistant","high","T2","5/22/18",38,2018-05-27 18:04:11,"2018-05-27","M1V2102xE","V2","M1","M1V2","hi3b T2","1322v102xE hi3b","M1V2102xE hi3b"
"hi3b","A2","P3A2","42s10xE","FL42",NA,"FL42s","10x","E","susceptible","high","T2","5/22/18",13212,2018-05-27 18:04:11,"2018-05-27","M2S10xE",NA,"M2","M2S","hi3b T2","42s10xE hi3b","M2S10xE hi3b"
"hi3b","A3","P3A3","42s1xE","FL42",NA,"FL42s","1x","E","susceptible","high","T2","5/22/18",37026,2018-05-27 18:04:11,"2018-05-27","M2S1xE",NA,"M2","M2S","hi3b T2","42s1xE hi3b","M2S1xE hi3b"
"hi3b","A4","P3A4","blank","blank","blank","blank","blank","blank","blank","high","T2","5/22/18",30,2018-05-27 18:04:11,"2018-05-27","blank","blank","blank","blank","hi3b T2","blank hi3b","blank hi3b"
"hi3b","A5","P3A5","1328v1xA","FL13","28v","FL13x28v","1x","A","resistant","high","T2","5/22/18",386,2018-05-27 18:04:11,"2018-05-27","M1V31xA","V3","M1","M1V3","hi3b T2","1328v1xA hi3b","M1V31xA hi3b"
"hi3b","A6","P3A6","1313v10xD","FL13","13v","FL13x13v","10x","D","resistant","high","T2","5/22/18",40,2018-05-27 18:04:11,"2018-05-27","M1V110xD","V1","M1","M1V1","hi3b T2","1313v10xD hi3b","M1V110xD hi3b"
"hi3b","B1","P3B1","4222v10xE","FL42","22v","FL42x22v","10x","E","resistant","high","T2","5/22/18",2424,2018-05-27 18:04:11,"2018-05-27","M2V210xE","V2","M2","M2V2","hi3b T2","4222v10xE hi3b","M2V210xE hi3b"
"hi3b","B2","P3B2","13103xE","FL13",NA,"FL13s","10^3x","E","susceptible","high","T2","5/22/18",586,2018-05-27 18:04:11,"2018-05-27","M1S103xE",NA,"M1","M1S","hi3b T2","13103xE hi3b","M1S103xE hi3b"
"hi3b","B3","P3B3","4228v10xE","FL42","28v","FL42x28v","10x","E","resistant","high","T2","5/22/18",851,2018-05-27 18:04:11,"2018-05-27","M2V310xE","V3","M2","M2V3","hi3b T2","4228v10xE hi3b","M2V310xE hi3b"
"hi3b","B4","P3B4","42s1xD","FL42",NA,"FL42s","1x","D","susceptible","high","T2","5/22/18",8442,2018-05-27 18:04:11,"2018-05-27","M2S1xD",NA,"M2","M2S","hi3b T2","42s1xD hi3b","M2S1xD hi3b"
"hi3b","B5","P3B5","1322v1xA","FL13","22v","FL13x22v","1x","A","resistant","high","T2","5/22/18",84,2018-05-27 18:04:11,"2018-05-27","M1V21xA","V2","M1","M1V2","hi3b T2","1322v1xA hi3b","M1V21xA hi3b"
"hi3b","B6","P3B6","4222v102xE","FL42","22v","FL42x22v","10^2x","E","resistant","high","T2","5/22/18",347,2018-05-27 18:04:11,"2018-05-27","M2V2102xE","V2","M2","M2V2","hi3b T2","4222v102xE hi3b","M2V2102xE hi3b"
"hi3b","C1","P3C1","4242v1xD","FL42","42v","FL42x42v","1x","D","resistant","high","T2","5/22/18",1807,2018-05-27 18:04:11,"2018-05-27","M2V41xD","V4","M2","M2V4","hi3b T2","4242v1xD hi3b","M2V41xD hi3b"
"hi3b","C2","P3C2","4228v1xE","FL42","28v","FL42x28v","1x","E","resistant","high","T2","5/22/18",24112,2018-05-27 18:04:11,"2018-05-27","M2V31xE","V3","M2","M2V3","hi3b T2","4228v1xE hi3b","M2V31xE hi3b"
"hi3b","C3","P3C3","13s10xE","FL13",NA,"FL13s","10x","E","susceptible","high","T2","5/22/18",3550,2018-05-27 18:04:11,"2018-05-27","M1S10xE",NA,"M1","M1S","hi3b T2","13s10xE hi3b","M1S10xE hi3b"
"hi3b","C4","P3C4","13s1xE","FL13",NA,"FL13s","1x","E","susceptible","high","T2","5/22/18",751,2018-05-27 18:04:11,"2018-05-27","M1S1xE",NA,"M1","M1S","hi3b T2","13s1xE hi3b","M1S1xE hi3b"
"hi3b","C5","P3C5","blank","blank","blank","blank","blank","blank","blank","high","T2","5/22/18",31,2018-05-27 18:04:11,"2018-05-27","blank","blank","blank","blank","hi3b T2","blank hi3b","blank hi3b"
"hi3b","C6","P3C6","1322v103xD","FL13","22v","FL13x22v","10^3x","D","resistant","high","T2","5/22/18",35,2018-05-27 18:04:11,"2018-05-27","M1V2103xD","V2","M1","M1V2","hi3b T2","1322v103xD hi3b","M1V2103xD hi3b"
"hi3b","D1","P3D1","42s103xD","FL42",NA,"FL42s","10^3x","D","susceptible","high","T2","5/22/18",21588,2018-05-27 18:04:11,"2018-05-27","M2S103xD",NA,"M2","M2S","hi3b T2","42s103xD hi3b","M2S103xD hi3b"
"hi3b","D2","P3D2","1322v102xD","FL13","22v","FL13x22v","10^2x","D","resistant","high","T2","5/22/18",75,2018-05-27 18:04:11,"2018-05-27","M1V2102xD","V2","M1","M1V2","hi3b T2","1322v102xD hi3b","M1V2102xD hi3b"
"hi3b","D3","P3D3","1328v1xF","FL13","28v","FL13x28v","1x","F","resistant","high","T2","5/22/18",100,2018-05-27 18:04:11,"2018-05-27","M1V31xF","V3","M1","M1V3","hi3b T2","1328v1xF hi3b","M1V31xF hi3b"
"hi3b","D4","P3D4","42s102xD","FL42",NA,"FL42s","10^2x","D","susceptible","high","T2","5/22/18",36,2018-05-27 18:04:11,"2018-05-27","M2S102xD",NA,"M2","M2S","hi3b T2","42s102xD hi3b","M2S102xD hi3b"
"hi3b","D5","P3D5","1322v1xD","FL13","22v","FL13x22v","1x","D","resistant","high","T2","5/22/18",52,2018-05-27 18:04:11,"2018-05-27","M1V21xD","V2","M1","M1V2","hi3b T2","1322v1xD hi3b","M1V21xD hi3b"
"hi3b","D6","P3D6","42s10xD","FL42",NA,"FL42s","10x","D","susceptible","high","T2","5/22/18",5958,2018-05-27 18:04:11,"2018-05-27","M2S10xD",NA,"M2","M2S","hi3b T2","42s10xD hi3b","M2S10xD hi3b"
"hi3b","A1","P3A1","1322v102xE","FL13","22v","FL13x22v","10^2x","E","resistant","high","T2","5/22/18",51,2018-05-28 14:59:22,"2018-05-28","M1V2102xE","V2","M1","M1V2","hi3b T2","1322v102xE hi3b","M1V2102xE hi3b"
"hi3b","A2","P3A2","42s10xE","FL42",NA,"FL42s","10x","E","susceptible","high","T2","5/22/18",32494,2018-05-28 14:59:22,"2018-05-28","M2S10xE",NA,"M2","M2S","hi3b T2","42s10xE hi3b","M2S10xE hi3b"
"hi3b","A3","P3A3","42s1xE","FL42",NA,"FL42s","1x","E","susceptible","high","T2","5/22/18",18900,2018-05-28 14:59:22,"2018-05-28","M2S1xE",NA,"M2","M2S","hi3b T2","42s1xE hi3b","M2S1xE hi3b"
"hi3b","A4","P3A4","blank","blank","blank","blank","blank","blank","blank","high","T2","5/22/18",29,2018-05-28 14:59:22,"2018-05-28","blank","blank","blank","blank","hi3b T2","blank hi3b","blank hi3b"
"hi3b","A5","P3A5","1328v1xA","FL13","28v","FL13x28v","1x","A","resistant","high","T2","5/22/18",586,2018-05-28 14:59:22,"2018-05-28","M1V31xA","V3","M1","M1V3","hi3b T2","1328v1xA hi3b","M1V31xA hi3b"
"hi3b","A6","P3A6","1313v10xD","FL13","13v","FL13x13v","10x","D","resistant","high","T2","5/22/18",40,2018-05-28 14:59:22,"2018-05-28","M1V110xD","V1","M1","M1V1","hi3b T2","1313v10xD hi3b","M1V110xD hi3b"
"hi3b","B1","P3B1","4222v10xE","FL42","22v","FL42x22v","10x","E","resistant","high","T2","5/22/18",3236,2018-05-28 14:59:22,"2018-05-28","M2V210xE","V2","M2","M2V2","hi3b T2","4222v10xE hi3b","M2V210xE hi3b"
"hi3b","B2","P3B2","13103xE","FL13",NA,"FL13s","10^3x","E","susceptible","high","T2","5/22/18",894,2018-05-28 14:59:22,"2018-05-28","M1S103xE",NA,"M1","M1S","hi3b T2","13103xE hi3b","M1S103xE hi3b"
"hi3b","B3","P3B3","4228v10xE","FL42","28v","FL42x28v","10x","E","resistant","high","T2","5/22/18",2536,2018-05-28 14:59:22,"2018-05-28","M2V310xE","V3","M2","M2V3","hi3b T2","4228v10xE hi3b","M2V310xE hi3b"
"hi3b","B4","P3B4","42s1xD","FL42",NA,"FL42s","1x","D","susceptible","high","T2","5/22/18",16808,2018-05-28 14:59:22,"2018-05-28","M2S1xD",NA,"M2","M2S","hi3b T2","42s1xD hi3b","M2S1xD hi3b"
"hi3b","B5","P3B5","1322v1xA","FL13","22v","FL13x22v","1x","A","resistant","high","T2","5/22/18",103,2018-05-28 14:59:22,"2018-05-28","M1V21xA","V2","M1","M1V2","hi3b T2","1322v1xA hi3b","M1V21xA hi3b"
"hi3b","B6","P3B6","4222v102xE","FL42","22v","FL42x22v","10^2x","E","resistant","high","T2","5/22/18",455,2018-05-28 14:59:22,"2018-05-28","M2V2102xE","V2","M2","M2V2","hi3b T2","4222v102xE hi3b","M2V2102xE hi3b"
"hi3b","C1","P3C1","4242v1xD","FL42","42v","FL42x42v","1x","D","resistant","high","T2","5/22/18",2395,2018-05-28 14:59:22,"2018-05-28","M2V41xD","V4","M2","M2V4","hi3b T2","4242v1xD hi3b","M2V41xD hi3b"
"hi3b","C3","P3C3","13s10xE","FL13",NA,"FL13s","10x","E","susceptible","high","T2","5/22/18",19197,2018-05-28 14:59:22,"2018-05-28","M1S10xE",NA,"M1","M1S","hi3b T2","13s10xE hi3b","M1S10xE hi3b"
"hi3b","C4","P3C4","13s1xE","FL13",NA,"FL13s","1x","E","susceptible","high","T2","5/22/18",3512,2018-05-28 14:59:22,"2018-05-28","M1S1xE",NA,"M1","M1S","hi3b T2","13s1xE hi3b","M1S1xE hi3b"
"hi3b","C5","P3C5","blank","blank","blank","blank","blank","blank","blank","high","T2","5/22/18",29,2018-05-28 14:59:22,"2018-05-28","blank","blank","blank","blank","hi3b T2","blank hi3b","blank hi3b"
"hi3b","C6","P3C6","1322v103xD","FL13","22v","FL13x22v","10^3x","D","resistant","high","T2","5/22/18",35,2018-05-28 14:59:22,"2018-05-28","M1V2103xD","V2","M1","M1V2","hi3b T2","1322v103xD hi3b","M1V2103xD hi3b"
"hi3b","D1","P3D1","42s103xD","FL42",NA,"FL42s","10^3x","D","susceptible","high","T2","5/22/18",18392,2018-05-28 14:59:22,"2018-05-28","M2S103xD",NA,"M2","M2S","hi3b T2","42s103xD hi3b","M2S103xD hi3b"
"hi3b","D2","P3D2","1322v102xD","FL13","22v","FL13x22v","10^2x","D","resistant","high","T2","5/22/18",114,2018-05-28 14:59:22,"2018-05-28","M1V2102xD","V2","M1","M1V2","hi3b T2","1322v102xD hi3b","M1V2102xD hi3b"
"hi3b","D3","P3D3","1328v1xF","FL13","28v","FL13x28v","1x","F","resistant","high","T2","5/22/18",219,2018-05-28 14:59:22,"2018-05-28","M1V31xF","V3","M1","M1V3","hi3b T2","1328v1xF hi3b","M1V31xF hi3b"
"hi3b","D4","P3D4","42s102xD","FL42",NA,"FL42s","10^2x","D","susceptible","high","T2","5/22/18",33,2018-05-28 14:59:22,"2018-05-28","M2S102xD",NA,"M2","M2S","hi3b T2","42s102xD hi3b","M2S102xD hi3b"
"hi3b","D5","P3D5","1322v1xD","FL13","22v","FL13x22v","1x","D","resistant","high","T2","5/22/18",78,2018-05-28 14:59:22,"2018-05-28","M1V21xD","V2","M1","M1V2","hi3b T2","1322v1xD hi3b","M1V21xD hi3b"
"hi3b","D6","P3D6","42s10xD","FL42",NA,"FL42s","10x","D","susceptible","high","T2","5/22/18",9375,2018-05-28 14:59:22,"2018-05-28","M2S10xD",NA,"M2","M2S","hi3b T2","42s10xD hi3b","M2S10xD hi3b"
"hi3b","A1","P3A1","1322v102xE","FL13","22v","FL13x22v","10^2x","E","resistant","high","T2","5/22/18",206,2018-05-29 17:03:18,"2018-05-29","M1V2102xE","V2","M1","M1V2","hi3b T2","1322v102xE hi3b","M1V2102xE hi3b"
"hi3b","A4","P3A4","blank","blank","blank","blank","blank","blank","blank","high","T2","5/22/18",29,2018-05-29 17:03:18,"2018-05-29","blank","blank","blank","blank","hi3b T2","blank hi3b","blank hi3b"
"hi3b","A5","P3A5","1328v1xA","FL13","28v","FL13x28v","1x","A","resistant","high","T2","5/22/18",1526,2018-05-29 17:03:18,"2018-05-29","M1V31xA","V3","M1","M1V3","hi3b T2","1328v1xA hi3b","M1V31xA hi3b"
"hi3b","A6","P3A6","1313v10xD","FL13","13v","FL13x13v","10x","D","resistant","high","T2","5/22/18",42,2018-05-29 17:03:18,"2018-05-29","M1V110xD","V1","M1","M1V1","hi3b T2","1313v10xD hi3b","M1V110xD hi3b"
"hi3b","B1","P3B1","4222v10xE","FL42","22v","FL42x22v","10x","E","resistant","high","T2","5/22/18",5169,2018-05-29 17:03:18,"2018-05-29","M2V210xE","V2","M2","M2V2","hi3b T2","4222v10xE hi3b","M2V210xE hi3b"
"hi3b","B2","P3B2","13103xE","FL13",NA,"FL13s","10^3x","E","susceptible","high","T2","5/22/18",3490,2018-05-29 17:03:18,"2018-05-29","M1S103xE",NA,"M1","M1S","hi3b T2","13103xE hi3b","M1S103xE hi3b"
"hi3b","B3","P3B3","4228v10xE","FL42","28v","FL42x28v","10x","E","resistant","high","T2","5/22/18",6159,2018-05-29 17:03:18,"2018-05-29","M2V310xE","V3","M2","M2V3","hi3b T2","4228v10xE hi3b","M2V310xE hi3b"
"hi3b","B4","P3B4","42s1xD","FL42",NA,"FL42s","1x","D","susceptible","high","T2","5/22/18",22871,2018-05-29 17:03:18,"2018-05-29","M2S1xD",NA,"M2","M2S","hi3b T2","42s1xD hi3b","M2S1xD hi3b"
"hi3b","B5","P3B5","1322v1xA","FL13","22v","FL13x22v","1x","A","resistant","high","T2","5/22/18",265,2018-05-29 17:03:18,"2018-05-29","M1V21xA","V2","M1","M1V2","hi3b T2","1322v1xA hi3b","M1V21xA hi3b"
"hi3b","B6","P3B6","4222v102xE","FL42","22v","FL42x22v","10^2x","E","resistant","high","T2","5/22/18",1371,2018-05-29 17:03:18,"2018-05-29","M2V2102xE","V2","M2","M2V2","hi3b T2","4222v102xE hi3b","M2V2102xE hi3b"
"hi3b","C1","P3C1","4242v1xD","FL42","42v","FL42x42v","1x","D","resistant","high","T2","5/22/18",650,2018-05-29 17:03:18,"2018-05-29","M2V41xD","V4","M2","M2V4","hi3b T2","4242v1xD hi3b","M2V41xD hi3b"
"hi3b","C3","P3C3","13s10xE","FL13",NA,"FL13s","10x","E","susceptible","high","T2","5/22/18",16746,2018-05-29 17:03:18,"2018-05-29","M1S10xE",NA,"M1","M1S","hi3b T2","13s10xE hi3b","M1S10xE hi3b"
"hi3b","C4","P3C4","13s1xE","FL13",NA,"FL13s","1x","E","susceptible","high","T2","5/22/18",5868,2018-05-29 17:03:18,"2018-05-29","M1S1xE",NA,"M1","M1S","hi3b T2","13s1xE hi3b","M1S1xE hi3b"
"hi3b","C5","P3C5","blank","blank","blank","blank","blank","blank","blank","high","T2","5/22/18",29,2018-05-29 17:03:18,"2018-05-29","blank","blank","blank","blank","hi3b T2","blank hi3b","blank hi3b"
"hi3b","C6","P3C6","1322v103xD","FL13","22v","FL13x22v","10^3x","D","resistant","high","T2","5/22/18",76,2018-05-29 17:03:18,"2018-05-29","M1V2103xD","V2","M1","M1V2","hi3b T2","1322v103xD hi3b","M1V2103xD hi3b"
"hi3b","D1","P3D1","42s103xD","FL42",NA,"FL42s","10^3x","D","susceptible","high","T2","5/22/18",39489,2018-05-29 17:03:18,"2018-05-29","M2S103xD",NA,"M2","M2S","hi3b T2","42s103xD hi3b","M2S103xD hi3b"
"hi3b","D2","P3D2","1322v102xD","FL13","22v","FL13x22v","10^2x","D","resistant","high","T2","5/22/18",750,2018-05-29 17:03:18,"2018-05-29","M1V2102xD","V2","M1","M1V2","hi3b T2","1322v102xD hi3b","M1V2102xD hi3b"
"hi3b","D3","P3D3","1328v1xF","FL13","28v","FL13x28v","1x","F","resistant","high","T2","5/22/18",729,2018-05-29 17:03:18,"2018-05-29","M1V31xF","V3","M1","M1V3","hi3b T2","1328v1xF hi3b","M1V31xF hi3b"
"hi3b","D4","P3D4","42s102xD","FL42",NA,"FL42s","10^2x","D","susceptible","high","T2","5/22/18",46,2018-05-29 17:03:18,"2018-05-29","M2S102xD",NA,"M2","M2S","hi3b T2","42s102xD hi3b","M2S102xD hi3b"
"hi3b","D5","P3D5","1322v1xD","FL13","22v","FL13x22v","1x","D","resistant","high","T2","5/22/18",372,2018-05-29 17:03:18,"2018-05-29","M1V21xD","V2","M1","M1V2","hi3b T2","1322v1xD hi3b","M1V21xD hi3b"
"hi3b","D6","P3D6","42s10xD","FL42",NA,"FL42s","10x","D","susceptible","high","T2","5/22/18",26346,2018-05-29 17:03:18,"2018-05-29","M2S10xD",NA,"M2","M2S","hi3b T2","42s10xD hi3b","M2S10xD hi3b"
"hi3b","A1","P3A1","1322v102xE","FL13","22v","FL13x22v","10^2x","E","resistant","high","T2","5/22/18",319,2018-05-30 18:56:51,"2018-05-30","M1V2102xE","V2","M1","M1V2","hi3b T2","1322v102xE hi3b","M1V2102xE hi3b"
"hi3b","A4","P3A4","blank","blank","blank","blank","blank","blank","blank","high","T2","5/22/18",29,2018-05-30 18:56:51,"2018-05-30","blank","blank","blank","blank","hi3b T2","blank hi3b","blank hi3b"
"hi3b","A5","P3A5","1328v1xA","FL13","28v","FL13x28v","1x","A","resistant","high","T2","5/22/18",3848,2018-05-30 18:56:51,"2018-05-30","M1V31xA","V3","M1","M1V3","hi3b T2","1328v1xA hi3b","M1V31xA hi3b"
"hi3b","A6","P3A6","1313v10xD","FL13","13v","FL13x13v","10x","D","resistant","high","T2","5/22/18",35,2018-05-30 18:56:51,"2018-05-30","M1V110xD","V1","M1","M1V1","hi3b T2","1313v10xD hi3b","M1V110xD hi3b"
"hi3b","B1","P3B1","4222v10xE","FL42","22v","FL42x22v","10x","E","resistant","high","T2","5/22/18",49128,2018-05-30 18:56:51,"2018-05-30","M2V210xE","V2","M2","M2V2","hi3b T2","4222v10xE hi3b","M2V210xE hi3b"
"hi3b","B2","P3B2","13103xE","FL13",NA,"FL13s","10^3x","E","susceptible","high","T2","5/22/18",15933,2018-05-30 18:56:51,"2018-05-30","M1S103xE",NA,"M1","M1S","hi3b T2","13103xE hi3b","M1S103xE hi3b"
"hi3b","B3","P3B3","4228v10xE","FL42","28v","FL42x28v","10x","E","resistant","high","T2","5/22/18",40184,2018-05-30 18:56:51,"2018-05-30","M2V310xE","V3","M2","M2V3","hi3b T2","4228v10xE hi3b","M2V310xE hi3b"
"hi3b","B5","P3B5","1322v1xA","FL13","22v","FL13x22v","1x","A","resistant","high","T2","5/22/18",583,2018-05-30 18:56:51,"2018-05-30","M1V21xA","V2","M1","M1V2","hi3b T2","1322v1xA hi3b","M1V21xA hi3b"
"hi3b","B6","P3B6","4222v102xE","FL42","22v","FL42x22v","10^2x","E","resistant","high","T2","5/22/18",5047,2018-05-30 18:56:51,"2018-05-30","M2V2102xE","V2","M2","M2V2","hi3b T2","4222v102xE hi3b","M2V2102xE hi3b"
"hi3b","C1","P3C1","4242v1xD","FL42","42v","FL42x42v","1x","D","resistant","high","T2","5/22/18",69,2018-05-30 18:56:51,"2018-05-30","M2V41xD","V4","M2","M2V4","hi3b T2","4242v1xD hi3b","M2V41xD hi3b"
"hi3b","C3","P3C3","13s10xE","FL13",NA,"FL13s","10x","E","susceptible","high","T2","5/22/18",50840,2018-05-30 18:56:51,"2018-05-30","M1S10xE",NA,"M1","M1S","hi3b T2","13s10xE hi3b","M1S10xE hi3b"
