"Plate","Well","WellID","SampleID","Host","Virus","Cross","Dilution","Letter.Code","Resistance","Light","Transfer","Date.of.Last.Transfer","RFU","date","short.date","newIDs","newVirus","newHost","newCross","plate.transfer","ID.plate","newID.plate"
"lo1a","B5","P1B5","42s103xE","FL42",NA,"FL42s","10^3x","E","susceptible","low","T3","5/22/18",104,2018-06-05 20:40:15,"2018-06-05","M2S103xE",NA,"M2","M2S","lo1a T3","42s103xE lo1a","M2S103xE lo1a"
"lo1a","B6","P1B6","1313v1xAb","FL13","13v","FL13x13v","1x","Ab","resistant","low","T3","5/22/18",31,2018-06-05 20:40:15,"2018-06-05","M1V11xAb","V1","M1","M1V1","lo1a T3","1313v1xAb lo1a","M1V11xAb lo1a"
"lo1a","C1","P1C1","4242v1xF","FL42","42v","FL42x42v","1x","F","resistant","low","T3","5/22/18",115,2018-06-05 20:40:15,"2018-06-05","M2V41xF","V4","M2","M2V4","lo1a T3","4242v1xF lo1a","M2V41xF lo1a"
"lo1a","C2","P1C2","13s1xF","FL13",NA,"FL13s","1x","F","susceptible","low","T3","5/22/18",461,2018-06-05 20:40:15,"2018-06-05","M1S1xF",NA,"M1","M1S","lo1a T3","13s1xF lo1a","M1S1xF lo1a"
"lo1a","C3","P1C3","1313v10xC","FL13","13v","FL13x13v","10x","C","resistant","low","T3","5/22/18",32,2018-06-05 20:40:15,"2018-06-05","M1V110xC","V1","M1","M1V1","lo1a T3","1313v10xC lo1a","M1V110xC lo1a"
"lo1a","C4","P1C4","1328v1xC","FL13","28v","FL13x28v","1x","C","resistant","low","T3","5/22/18",35,2018-06-05 20:40:15,"2018-06-05","M1V31xC","V3","M1","M1V3","lo1a T3","1328v1xC lo1a","M1V31xC lo1a"
"lo1a","C5","P1C5","42s1xF","FL42",NA,"FL42s","1x","F","susceptible","low","T3","5/22/18",175,2018-06-05 20:40:15,"2018-06-05","M2S1xF",NA,"M2","M2S","lo1a T3","42s1xF lo1a","M2S1xF lo1a"
"lo1a","C6","P1C6","1322v1xF","FL13","22v","FL13x22v","1x","F","resistant","low","T3","5/22/18",39,2018-06-05 20:40:15,"2018-06-05","M1V21xF","V2","M1","M1V2","lo1a T3","1322v1xF lo1a","M1V21xF lo1a"
"lo1a","D1","P1D1","1328v1xA","FL13","28v","FL13x28v","10^3x","A","resistant","low","T3","5/22/18",314,2018-06-05 20:40:15,"2018-06-05","M1V31xA","V3","M1","M1V3","lo1a T3","1328v1xA lo1a","M1V31xA lo1a"
"lo1a","D2","P1D2","4222v103xF","FL42","22v","FL42x22v","10^3x","F","resistant","low","T3","5/22/18",66,2018-06-05 20:40:15,"2018-06-05","M2V2103xF","V2","M2","M2V2","lo1a T3","4222v103xF lo1a","M2V2103xF lo1a"
"lo1a","D3","P1D3","4242102xB","FL42","42v","FL42x42v","10^2x","B","resistant","low","T3","5/22/18",39,2018-06-05 20:40:15,"2018-06-05","M2V2102xB","V4","M2","M2V4","lo1a T3","4242102xB lo1a","M2V2102xB lo1a"
"lo1a","D4","P1D4","4228v103xA","FL42","28v","FL42x28v","10^3x","A","resistant","low","T3","5/22/18",79,2018-06-05 20:40:15,"2018-06-05","M2V3103xA","V3","M2","M2V3","lo1a T3","4228v103xA lo1a","M2V3103xA lo1a"
"lo1a","D5","P1D5","13s10xF","FL13",NA,"FL13s","10x","F","susceptible","low","T3","5/22/18",27,2018-06-05 20:40:15,"2018-06-05","M1S10xF",NA,"M1","M1S","lo1a T3","13s10xF lo1a","M1S10xF lo1a"
"lo1a","D6","P1D6","1322v10xC","FL13","22v","FL13x22v","10x","C","resistant","low","T3","5/22/18",75,2018-06-05 20:40:15,"2018-06-05","M1V210xC","V2","M1","M1V2","lo1a T3","1322v10xC lo1a","M1V210xC lo1a"
"lo1a","A1","P1A1","1328v1xE","FL13","28v","FL13x28v","1x","E","resistant","low","T3","5/22/18",81,2018-06-06 17:36:53,"2018-06-06","M1V31xE","V3","M1","M1V3","lo1a T3","1328v1xE lo1a","M1V31xE lo1a"
"lo1a","A2","P1A2","1322v10xF","FL13","22v","FL13x22v","10x","F","resistant","low","T3","5/22/18",57,2018-06-06 17:36:53,"2018-06-06","M1V210xF","V2","M1","M1V2","lo1a T3","1322v10xF lo1a","M1V210xF lo1a"
"lo1a","A3","P1A3","42s103xF","FL42",NA,"FL42s","10^3x","F","susceptible","low","T3","5/22/18",127,2018-06-06 17:36:53,"2018-06-06","M2S103xF",NA,"M2","M2S","lo1a T3","42s103xF lo1a","M2S103xF lo1a"
"lo1a","A4","P1A4","4242v103xF","FL42","42v","FL42x42v","10^2x","F","resistant","low","T3","5/22/18",37,2018-06-06 17:36:53,"2018-06-06","M2V4103xF","V4","M2","M2V4","lo1a T3","4242v103xF lo1a","M2V4103xF lo1a"
"lo1a","A5","P1A5","1328v102xA","FL13","28v","FL13x28v","10^2x","A","resistant","low","T3","5/22/18",28,2018-06-06 17:36:53,"2018-06-06","M1V3102xA","V3","M1","M1V3","lo1a T3","1328v102xA lo1a","M1V3102xA lo1a"
"lo1a","A6","P1A6","1313v1xA","FL13","13v","FL13x13v","1x","A","resistant","low","T3","5/22/18",57,2018-06-06 17:36:53,"2018-06-06","M1V11xA","V1","M1","M1V1","lo1a T3","1313v1xA lo1a","M1V11xA lo1a"
"lo1a","B1","P1B1","4242102xF","FL42","42v","FL42x42v","10^2x","F","resistant","low","T3","5/22/18",35,2018-06-06 17:36:53,"2018-06-06","M2V2102xF","V4","M2","M2V4","lo1a T3","4242102xF lo1a","M2V2102xF lo1a"
"lo1a","B2","P1B2","4228v103xE","FL42","28v","FL42x28v","10^3x","E","resistant","low","T3","5/22/18",79,2018-06-06 17:36:53,"2018-06-06","M2V3103xE","V3","M2","M2V3","lo1a T3","4228v103xE lo1a","M2V3103xE lo1a"
"lo1a","B3","P1B3","13s103xF","FL13",NA,"FL13s","10^3x","F","susceptible","low","T3","5/22/18",139,2018-06-06 17:36:53,"2018-06-06","M1S103xF",NA,"M1","M1S","lo1a T3","13s103xF lo1a","M1S103xF lo1a"
"lo1a","B4","P1B4","1322v10xD","FL13","22v","FL13x22v","10x","D","resistant","low","T3","5/22/18",59,2018-06-06 17:36:53,"2018-06-06","M1V210xD","V2","M1","M1V2","lo1a T3","1322v10xD lo1a","M1V210xD lo1a"
"lo1a","B5","P1B5","42s103xE","FL42",NA,"FL42s","10^3x","E","susceptible","low","T3","5/22/18",95,2018-06-06 17:36:53,"2018-06-06","M2S103xE",NA,"M2","M2S","lo1a T3","42s103xE lo1a","M2S103xE lo1a"
"lo1a","B6","P1B6","1313v1xAb","FL13","13v","FL13x13v","1x","Ab","resistant","low","T3","5/22/18",34,2018-06-06 17:36:53,"2018-06-06","M1V11xAb","V1","M1","M1V1","lo1a T3","1313v1xAb lo1a","M1V11xAb lo1a"
"lo1a","C1","P1C1","4242v1xF","FL42","42v","FL42x42v","1x","F","resistant","low","T3","5/22/18",111,2018-06-06 17:36:53,"2018-06-06","M2V41xF","V4","M2","M2V4","lo1a T3","4242v1xF lo1a","M2V41xF lo1a"
"lo1a","C2","P1C2","13s1xF","FL13",NA,"FL13s","1x","F","susceptible","low","T3","5/22/18",360,2018-06-06 17:36:53,"2018-06-06","M1S1xF",NA,"M1","M1S","lo1a T3","13s1xF lo1a","M1S1xF lo1a"
"lo1a","C3","P1C3","1313v10xC","FL13","13v","FL13x13v","10x","C","resistant","low","T3","5/22/18",37,2018-06-06 17:36:53,"2018-06-06","M1V110xC","V1","M1","M1V1","lo1a T3","1313v10xC lo1a","M1V110xC lo1a"
"lo1a","C4","P1C4","1328v1xC","FL13","28v","FL13x28v","1x","C","resistant","low","T3","5/22/18",35,2018-06-06 17:36:53,"2018-06-06","M1V31xC","V3","M1","M1V3","lo1a T3","1328v1xC lo1a","M1V31xC lo1a"
"lo1a","C5","P1C5","42s1xF","FL42",NA,"FL42s","1x","F","susceptible","low","T3","5/22/18",104,2018-06-06 17:36:53,"2018-06-06","M2S1xF",NA,"M2","M2S","lo1a T3","42s1xF lo1a","M2S1xF lo1a"
"lo1a","C6","P1C6","1322v1xF","FL13","22v","FL13x22v","1x","F","resistant","low","T3","5/22/18",45,2018-06-06 17:36:53,"2018-06-06","M1V21xF","V2","M1","M1V2","lo1a T3","1322v1xF lo1a","M1V21xF lo1a"
"lo1a","D1","P1D1","1328v1xA","FL13","28v","FL13x28v","10^3x","A","resistant","low","T3","5/22/18",263,2018-06-06 17:36:53,"2018-06-06","M1V31xA","V3","M1","M1V3","lo1a T3","1328v1xA lo1a","M1V31xA lo1a"
"lo1a","D2","P1D2","4222v103xF","FL42","22v","FL42x22v","10^3x","F","resistant","low","T3","5/22/18",90,2018-06-06 17:36:53,"2018-06-06","M2V2103xF","V2","M2","M2V2","lo1a T3","4222v103xF lo1a","M2V2103xF lo1a"
"lo1a","D3","P1D3","4242102xB","FL42","42v","FL42x42v","10^2x","B","resistant","low","T3","5/22/18",40,2018-06-06 17:36:53,"2018-06-06","M2V2102xB","V4","M2","M2V4","lo1a T3","4242102xB lo1a","M2V2102xB lo1a"
"lo1a","D4","P1D4","4228v103xA","FL42","28v","FL42x28v","10^3x","A","resistant","low","T3","5/22/18",101,2018-06-06 17:36:53,"2018-06-06","M2V3103xA","V3","M2","M2V3","lo1a T3","4228v103xA lo1a","M2V3103xA lo1a"
"lo1a","D5","P1D5","13s10xF","FL13",NA,"FL13s","10x","F","susceptible","low","T3","5/22/18",25,2018-06-06 17:36:53,"2018-06-06","M1S10xF",NA,"M1","M1S","lo1a T3","13s10xF lo1a","M1S10xF lo1a"
"lo1a","D6","P1D6","1322v10xC","FL13","22v","FL13x22v","10x","C","resistant","low","T3","5/22/18",89,2018-06-06 17:36:53,"2018-06-06","M1V210xC","V2","M1","M1V2","lo1a T3","1322v10xC lo1a","M1V210xC lo1a"
"lo1a","A1","P1A1","1328v1xE","FL13","28v","FL13x28v","1x","E","resistant","low","T3","5/22/18",99,2018-06-07 14:48:33,"2018-06-07","M1V31xE","V3","M1","M1V3","lo1a T3","1328v1xE lo1a","M1V31xE lo1a"
"lo1a","A2","P1A2","1322v10xF","FL13","22v","FL13x22v","10x","F","resistant","low","T3","5/22/18",78,2018-06-07 14:48:33,"2018-06-07","M1V210xF","V2","M1","M1V2","lo1a T3","1322v10xF lo1a","M1V210xF lo1a"
"lo1a","A3","P1A3","42s103xF","FL42",NA,"FL42s","10^3x","F","susceptible","low","T3","5/22/18",192,2018-06-07 14:48:33,"2018-06-07","M2S103xF",NA,"M2","M2S","lo1a T3","42s103xF lo1a","M2S103xF lo1a"
"lo1a","A4","P1A4","4242v103xF","FL42","42v","FL42x42v","10^2x","F","resistant","low","T3","5/22/18",25,2018-06-07 14:48:33,"2018-06-07","M2V4103xF","V4","M2","M2V4","lo1a T3","4242v103xF lo1a","M2V4103xF lo1a"
"lo1a","A5","P1A5","1328v102xA","FL13","28v","FL13x28v","10^2x","A","resistant","low","T3","5/22/18",26,2018-06-07 14:48:33,"2018-06-07","M1V3102xA","V3","M1","M1V3","lo1a T3","1328v102xA lo1a","M1V3102xA lo1a"
"lo1a","A6","P1A6","1313v1xA","FL13","13v","FL13x13v","1x","A","resistant","low","T3","5/22/18",72,2018-06-07 14:48:33,"2018-06-07","M1V11xA","V1","M1","M1V1","lo1a T3","1313v1xA lo1a","M1V11xA lo1a"
"lo1a","B1","P1B1","4242102xF","FL42","42v","FL42x42v","10^2x","F","resistant","low","T3","5/22/18",38,2018-06-07 14:48:33,"2018-06-07","M2V2102xF","V4","M2","M2V4","lo1a T3","4242102xF lo1a","M2V2102xF lo1a"
"lo1a","B2","P1B2","4228v103xE","FL42","28v","FL42x28v","10^3x","E","resistant","low","T3","5/22/18",111,2018-06-07 14:48:33,"2018-06-07","M2V3103xE","V3","M2","M2V3","lo1a T3","4228v103xE lo1a","M2V3103xE lo1a"
"lo1a","B3","P1B3","13s103xF","FL13",NA,"FL13s","10^3x","F","susceptible","low","T3","5/22/18",174,2018-06-07 14:48:33,"2018-06-07","M1S103xF",NA,"M1","M1S","lo1a T3","13s103xF lo1a","M1S103xF lo1a"
"lo1a","B4","P1B4","1322v10xD","FL13","22v","FL13x22v","10x","D","resistant","low","T3","5/22/18",82,2018-06-07 14:48:33,"2018-06-07","M1V210xD","V2","M1","M1V2","lo1a T3","1322v10xD lo1a","M1V210xD lo1a"
"lo1a","B5","P1B5","42s103xE","FL42",NA,"FL42s","10^3x","E","susceptible","low","T3","5/22/18",116,2018-06-07 14:48:33,"2018-06-07","M2S103xE",NA,"M2","M2S","lo1a T3","42s103xE lo1a","M2S103xE lo1a"
"lo1a","B6","P1B6","1313v1xAb","FL13","13v","FL13x13v","1x","Ab","resistant","low","T3","5/22/18",34,2018-06-07 14:48:33,"2018-06-07","M1V11xAb","V1","M1","M1V1","lo1a T3","1313v1xAb lo1a","M1V11xAb lo1a"
"lo1a","C1","P1C1","4242v1xF","FL42","42v","FL42x42v","1x","F","resistant","low","T3","5/22/18",135,2018-06-07 14:48:33,"2018-06-07","M2V41xF","V4","M2","M2V4","lo1a T3","4242v1xF lo1a","M2V41xF lo1a"
"lo1a","C2","P1C2","13s1xF","FL13",NA,"FL13s","1x","F","susceptible","low","T3","5/22/18",536,2018-06-07 14:48:33,"2018-06-07","M1S1xF",NA,"M1","M1S","lo1a T3","13s1xF lo1a","M1S1xF lo1a"
"lo1a","C3","P1C3","1313v10xC","FL13","13v","FL13x13v","10x","C","resistant","low","T3","5/22/18",37,2018-06-07 14:48:33,"2018-06-07","M1V110xC","V1","M1","M1V1","lo1a T3","1313v10xC lo1a","M1V110xC lo1a"
"lo1a","C4","P1C4","1328v1xC","FL13","28v","FL13x28v","1x","C","resistant","low","T3","5/22/18",39,2018-06-07 14:48:33,"2018-06-07","M1V31xC","V3","M1","M1V3","lo1a T3","1328v1xC lo1a","M1V31xC lo1a"
"lo1a","C5","P1C5","42s1xF","FL42",NA,"FL42s","1x","F","susceptible","low","T3","5/22/18",111,2018-06-07 14:48:33,"2018-06-07","M2S1xF",NA,"M2","M2S","lo1a T3","42s1xF lo1a","M2S1xF lo1a"
"lo1a","C6","P1C6","1322v1xF","FL13","22v","FL13x22v","1x","F","resistant","low","T3","5/22/18",46,2018-06-07 14:48:33,"2018-06-07","M1V21xF","V2","M1","M1V2","lo1a T3","1322v1xF lo1a","M1V21xF lo1a"
"lo1a","D1","P1D1","1328v1xA","FL13","28v","FL13x28v","10^3x","A","resistant","low","T3","5/22/18",398,2018-06-07 14:48:33,"2018-06-07","M1V31xA","V3","M1","M1V3","lo1a T3","1328v1xA lo1a","M1V31xA lo1a"
"lo1a","D2","P1D2","4222v103xF","FL42","22v","FL42x22v","10^3x","F","resistant","low","T3","5/22/18",108,2018-06-07 14:48:33,"2018-06-07","M2V2103xF","V2","M2","M2V2","lo1a T3","4222v103xF lo1a","M2V2103xF lo1a"
"lo1a","D3","P1D3","4242102xB","FL42","42v","FL42x42v","10^2x","B","resistant","low","T3","5/22/18",47,2018-06-07 14:48:33,"2018-06-07","M2V2102xB","V4","M2","M2V4","lo1a T3","4242102xB lo1a","M2V2102xB lo1a"
"lo1a","D4","P1D4","4228v103xA","FL42","28v","FL42x28v","10^3x","A","resistant","low","T3","5/22/18",172,2018-06-07 14:48:33,"2018-06-07","M2V3103xA","V3","M2","M2V3","lo1a T3","4228v103xA lo1a","M2V3103xA lo1a"
"lo1a","D5","P1D5","13s10xF","FL13",NA,"FL13s","10x","F","susceptible","low","T3","5/22/18",23,2018-06-07 14:48:33,"2018-06-07","M1S10xF",NA,"M1","M1S","lo1a T3","13s10xF lo1a","M1S10xF lo1a"
"lo1a","D6","P1D6","1322v10xC","FL13","22v","FL13x22v","10x","C","resistant","low","T3","5/22/18",182,2018-06-07 14:48:33,"2018-06-07","M1V210xC","V2","M1","M1V2","lo1a T3","1322v10xC lo1a","M1V210xC lo1a"
"lo1a","A1","P1A1","1328v1xE","FL13","28v","FL13x28v","1x","E","resistant","low","T3","5/22/18",137,2018-06-08 16:58:04,"2018-06-08","M1V31xE","V3","M1","M1V3","lo1a T3","1328v1xE lo1a","M1V31xE lo1a"
"lo1a","A2","P1A2","1322v10xF","FL13","22v","FL13x22v","10x","F","resistant","low","T3","5/22/18",107,2018-06-08 16:58:04,"2018-06-08","M1V210xF","V2","M1","M1V2","lo1a T3","1322v10xF lo1a","M1V210xF lo1a"
"lo1a","A3","P1A3","42s103xF","FL42",NA,"FL42s","10^3x","F","susceptible","low","T3","5/22/18",200,2018-06-08 16:58:04,"2018-06-08","M2S103xF",NA,"M2","M2S","lo1a T3","42s103xF lo1a","M2S103xF lo1a"
"lo1a","A4","P1A4","4242v103xF","FL42","42v","FL42x42v","10^2x","F","resistant","low","T3","5/22/18",27,2018-06-08 16:58:04,"2018-06-08","M2V4103xF","V4","M2","M2V4","lo1a T3","4242v103xF lo1a","M2V4103xF lo1a"
"lo1a","A5","P1A5","1328v102xA","FL13","28v","FL13x28v","10^2x","A","resistant","low","T3","5/22/18",26,2018-06-08 16:58:04,"2018-06-08","M1V3102xA","V3","M1","M1V3","lo1a T3","1328v102xA lo1a","M1V3102xA lo1a"
"lo1a","A6","P1A6","1313v1xA","FL13","13v","FL13x13v","1x","A","resistant","low","T3","5/22/18",80,2018-06-08 16:58:04,"2018-06-08","M1V11xA","V1","M1","M1V1","lo1a T3","1313v1xA lo1a","M1V11xA lo1a"
"lo1a","B1","P1B1","4242102xF","FL42","42v","FL42x42v","10^2x","F","resistant","low","T3","5/22/18",43,2018-06-08 16:58:04,"2018-06-08","M2V2102xF","V4","M2","M2V4","lo1a T3","4242102xF lo1a","M2V2102xF lo1a"
"lo1a","B2","P1B2","4228v103xE","FL42","28v","FL42x28v","10^3x","E","resistant","low","T3","5/22/18",124,2018-06-08 16:58:04,"2018-06-08","M2V3103xE","V3","M2","M2V3","lo1a T3","4228v103xE lo1a","M2V3103xE lo1a"
"lo1a","B3","P1B3","13s103xF","FL13",NA,"FL13s","10^3x","F","susceptible","low","T3","5/22/18",340,2018-06-08 16:58:04,"2018-06-08","M1S103xF",NA,"M1","M1S","lo1a T3","13s103xF lo1a","M1S103xF lo1a"
"lo1a","B4","P1B4","1322v10xD","FL13","22v","FL13x22v","10x","D","resistant","low","T3","5/22/18",133,2018-06-08 16:58:04,"2018-06-08","M1V210xD","V2","M1","M1V2","lo1a T3","1322v10xD lo1a","M1V210xD lo1a"
"lo1a","B5","P1B5","42s103xE","FL42",NA,"FL42s","10^3x","E","susceptible","low","T3","5/22/18",142,2018-06-08 16:58:04,"2018-06-08","M2S103xE",NA,"M2","M2S","lo1a T3","42s103xE lo1a","M2S103xE lo1a"
"lo1a","B6","P1B6","1313v1xAb","FL13","13v","FL13x13v","1x","Ab","resistant","low","T3","5/22/18",38,2018-06-08 16:58:04,"2018-06-08","M1V11xAb","V1","M1","M1V1","lo1a T3","1313v1xAb lo1a","M1V11xAb lo1a"
"lo1a","C1","P1C1","4242v1xF","FL42","42v","FL42x42v","1x","F","resistant","low","T3","5/22/18",148,2018-06-08 16:58:04,"2018-06-08","M2V41xF","V4","M2","M2V4","lo1a T3","4242v1xF lo1a","M2V41xF lo1a"
"lo1a","C2","P1C2","13s1xF","FL13",NA,"FL13s","1x","F","susceptible","low","T3","5/22/18",908,2018-06-08 16:58:04,"2018-06-08","M1S1xF",NA,"M1","M1S","lo1a T3","13s1xF lo1a","M1S1xF lo1a"
"lo1a","C3","P1C3","1313v10xC","FL13","13v","FL13x13v","10x","C","resistant","low","T3","5/22/18",41,2018-06-08 16:58:04,"2018-06-08","M1V110xC","V1","M1","M1V1","lo1a T3","1313v10xC lo1a","M1V110xC lo1a"
"lo1a","C4","P1C4","1328v1xC","FL13","28v","FL13x28v","1x","C","resistant","low","T3","5/22/18",46,2018-06-08 16:58:04,"2018-06-08","M1V31xC","V3","M1","M1V3","lo1a T3","1328v1xC lo1a","M1V31xC lo1a"
"lo1a","C5","P1C5","42s1xF","FL42",NA,"FL42s","1x","F","susceptible","low","T3","5/22/18",148,2018-06-08 16:58:04,"2018-06-08","M2S1xF",NA,"M2","M2S","lo1a T3","42s1xF lo1a","M2S1xF lo1a"
"lo1a","C6","P1C6","1322v1xF","FL13","22v","FL13x22v","1x","F","resistant","low","T3","5/22/18",66,2018-06-08 16:58:04,"2018-06-08","M1V21xF","V2","M1","M1V2","lo1a T3","1322v1xF lo1a","M1V21xF lo1a"
"lo1a","D1","P1D1","1328v1xA","FL13","28v","FL13x28v","10^3x","A","resistant","low","T3","5/22/18",460,2018-06-08 16:58:04,"2018-06-08","M1V31xA","V3","M1","M1V3","lo1a T3","1328v1xA lo1a","M1V31xA lo1a"
"lo1a","D2","P1D2","4222v103xF","FL42","22v","FL42x22v","10^3x","F","resistant","low","T3","5/22/18",178,2018-06-08 16:58:04,"2018-06-08","M2V2103xF","V2","M2","M2V2","lo1a T3","4222v103xF lo1a","M2V2103xF lo1a"
"lo1a","D3","P1D3","4242102xB","FL42","42v","FL42x42v","10^2x","B","resistant","low","T3","5/22/18",50,2018-06-08 16:58:04,"2018-06-08","M2V2102xB","V4","M2","M2V4","lo1a T3","4242102xB lo1a","M2V2102xB lo1a"
"lo1a","D4","P1D4","4228v103xA","FL42","28v","FL42x28v","10^3x","A","resistant","low","T3","5/22/18",200,2018-06-08 16:58:04,"2018-06-08","M2V3103xA","V3","M2","M2V3","lo1a T3","4228v103xA lo1a","M2V3103xA lo1a"
"lo1a","D5","P1D5","13s10xF","FL13",NA,"FL13s","10x","F","susceptible","low","T3","5/22/18",24,2018-06-08 16:58:04,"2018-06-08","M1S10xF",NA,"M1","M1S","lo1a T3","13s10xF lo1a","M1S10xF lo1a"
"lo1a","D6","P1D6","1322v10xC","FL13","22v","FL13x22v","10x","C","resistant","low","T3","5/22/18",204,2018-06-08 16:58:04,"2018-06-08","M1V210xC","V2","M1","M1V2","lo1a T3","1322v10xC lo1a","M1V210xC lo1a"
"lo1b","A1","P1A1","1328v1xE","FL13","28v","FL13x28v","1x","E","resistant","low","T1","5/22/18",564,2018-05-22 17:59:46,"2018-05-22","M1V31xE","V3","M1","M1V3","lo1b T1","1328v1xE lo1b","M1V31xE lo1b"
"lo1b","A2","P1A2","1322v10xF","FL13","22v","FL13x22v","10x","F","resistant","low","T1","5/22/18",3205,2018-05-22 17:59:46,"2018-05-22","M1V210xF","V2","M1","M1V2","lo1b T1","1322v10xF lo1b","M1V210xF lo1b"
"lo1b","A3","P1A3","42s103xF","FL42",NA,"FL42s","10^3x","F","susceptible","low","T1","5/22/18",1592,2018-05-22 17:59:46,"2018-05-22","M2S103xF",NA,"M2","M2S","lo1b T1","42s103xF lo1b","M2S103xF lo1b"
"lo1b","A4","P1A4","4242v103xF","FL42","42v","FL42x42v","10^2x","F","resistant","low","T1","5/22/18",1541,2018-05-22 17:59:46,"2018-05-22","M2V4103xF","V4","M2","M2V4","lo1b T1","4242v103xF lo1b","M2V4103xF lo1b"
"lo1b","A5","P1A5","1328v102xA","FL13","28v","FL13x28v","10^2x","A","resistant","low","T1","5/22/18",133,2018-05-22 17:59:46,"2018-05-22","M1V3102xA","V3","M1","M1V3","lo1b T1","1328v102xA lo1b","M1V3102xA lo1b"
"lo1b","A6","P1A6","1313v1xA","FL13","13v","FL13x13v","1x","A","resistant","low","T1","5/22/18",548,2018-05-22 17:59:46,"2018-05-22","M1V11xA","V1","M1","M1V1","lo1b T1","1313v1xA lo1b","M1V11xA lo1b"
"lo1b","B1","P1B1","4242102xF","FL42","42v","FL42x42v","10^2x","F","resistant","low","T1","5/22/18",719,2018-05-22 17:59:46,"2018-05-22","M2V2102xF","V4","M2","M2V4","lo1b T1","4242102xF lo1b","M2V2102xF lo1b"
"lo1b","B2","P1B2","4228v103xE","FL42","28v","FL42x28v","10^3x","E","resistant","low","T1","5/22/18",2606,2018-05-22 17:59:46,"2018-05-22","M2V3103xE","V3","M2","M2V3","lo1b T1","4228v103xE lo1b","M2V3103xE lo1b"
"lo1b","B3","P1B3","13s103xF","FL13",NA,"FL13s","10^3x","F","susceptible","low","T1","5/22/18",2242,2018-05-22 17:59:46,"2018-05-22","M1S103xF",NA,"M1","M1S","lo1b T1","13s103xF lo1b","M1S103xF lo1b"
"lo1b","B4","P1B4","1322v10xD","FL13","22v","FL13x22v","10x","D","resistant","low","T1","5/22/18",733,2018-05-22 17:59:46,"2018-05-22","M1V210xD","V2","M1","M1V2","lo1b T1","1322v10xD lo1b","M1V210xD lo1b"
"lo1b","B5","P1B5","42s103xE","FL42",NA,"FL42s","10^3x","E","susceptible","low","T1","5/22/18",1962,2018-05-22 17:59:46,"2018-05-22","M2S103xE",NA,"M2","M2S","lo1b T1","42s103xE lo1b","M2S103xE lo1b"
"lo1b","B6","P1B6","1313v1xAb","FL13","13v","FL13x13v","1x","Ab","resistant","low","T1","5/22/18",722,2018-05-22 17:59:46,"2018-05-22","M1V11xAb","V1","M1","M1V1","lo1b T1","1313v1xAb lo1b","M1V11xAb lo1b"
"lo1b","C1","P1C1","4242v1xF","FL42","42v","FL42x42v","1x","F","resistant","low","T1","5/22/18",2999,2018-05-22 17:59:46,"2018-05-22","M2V41xF","V4","M2","M2V4","lo1b T1","4242v1xF lo1b","M2V41xF lo1b"
"lo1b","C2","P1C2","13s1xF","FL13",NA,"FL13s","1x","F","susceptible","low","T1","5/22/18",2849,2018-05-22 17:59:46,"2018-05-22","M1S1xF",NA,"M1","M1S","lo1b T1","13s1xF lo1b","M1S1xF lo1b"
"lo1b","C3","P1C3","1313v10xC","FL13","13v","FL13x13v","10x","C","resistant","low","T1","5/22/18",990,2018-05-22 17:59:46,"2018-05-22","M1V110xC","V1","M1","M1V1","lo1b T1","1313v10xC lo1b","M1V110xC lo1b"
"lo1b","C4","P1C4","1328v1xC","FL13","28v","FL13x28v","1x","C","resistant","low","T1","5/22/18",324,2018-05-22 17:59:46,"2018-05-22","M1V31xC","V3","M1","M1V3","lo1b T1","1328v1xC lo1b","M1V31xC lo1b"
"lo1b","C5","P1C5","42s1xF","FL42",NA,"FL42s","1x","F","susceptible","low","T1","5/22/18",1823,2018-05-22 17:59:46,"2018-05-22","M2S1xF",NA,"M2","M2S","lo1b T1","42s1xF lo1b","M2S1xF lo1b"
"lo1b","C6","P1C6","1322v1xF","FL13","22v","FL13x22v","1x","F","resistant","low","T1","5/22/18",847,2018-05-22 17:59:46,"2018-05-22","M1V21xF","V2","M1","M1V2","lo1b T1","1322v1xF lo1b","M1V21xF lo1b"
"lo1b","D1","P1D1","1328v1xA","FL13","28v","FL13x28v","10^3x","A","resistant","low","T1","5/22/18",2199,2018-05-22 17:59:46,"2018-05-22","M1V31xA","V3","M1","M1V3","lo1b T1","1328v1xA lo1b","M1V31xA lo1b"
"lo1b","D2","P1D2","4222v103xF","FL42","22v","FL42x22v","10^3x","F","resistant","low","T1","5/22/18",2160,2018-05-22 17:59:46,"2018-05-22","M2V2103xF","V2","M2","M2V2","lo1b T1","4222v103xF lo1b","M2V2103xF lo1b"
"lo1b","D3","P1D3","4242102xB","FL42","42v","FL42x42v","10^2x","B","resistant","low","T1","5/22/18",1909,2018-05-22 17:59:46,"2018-05-22","M2V2102xB","V4","M2","M2V4","lo1b T1","4242102xB lo1b","M2V2102xB lo1b"
"lo1b","D4","P1D4","4228v103xA","FL42","28v","FL42x28v","10^3x","A","resistant","low","T1","5/22/18",1161,2018-05-22 17:59:46,"2018-05-22","M2V3103xA","V3","M2","M2V3","lo1b T1","4228v103xA lo1b","M2V3103xA lo1b"
"lo1b","D5","P1D5","13s10xF","FL13",NA,"FL13s","10x","F","susceptible","low","T1","5/22/18",2688,2018-05-22 17:59:46,"2018-05-22","M1S10xF",NA,"M1","M1S","lo1b T1","13s10xF lo1b","M1S10xF lo1b"
